reviews,score,hotel,date,country,room,title,travellerType
,2.0,Marina Bay Sands Hotel,2022,Thailand,Deluxe King Garden View Room,Disappointing,Couple
,2.5,Marina Bay Sands Hotel,2022,Vietnam,,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Vietnam,,Fair,Couple
,2.5,Marina Bay Sands Hotel,2021,Sri Lanka,,Fair,Group
,2.5,Marina Bay Sands Hotel,2021,Sri Lanka,,Fair,Group
,2.5,Marina Bay Sands Hotel,2020,Australia,,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Australia,,Fair,Family
,2.75,Marina Bay Sands Hotel,2019,Australia,Premier Twin City View Room,Fair,Solo traveler
,2.75,Marina Bay Sands Hotel,2019,Australia,Premier Twin City View Room,Fair,Solo traveler
,2.0,Marina Bay Sands Hotel,2019,Israel,Deluxe King Harbor View Room,Disappointing,Couple
,2.0,Marina Bay Sands Hotel,2019,Israel,Deluxe King Harbor View Room,Disappointing,Couple
,2.5,Marina Bay Sands Hotel,2019,Philippines,Deluxe Twin,Fair,Family
,2.5,Marina Bay Sands Hotel,2019,Philippines,Deluxe Twin,Fair,Family
,2.5,Marina Bay Sands Hotel,2019,Australia,The Grand Club King Garden View Room,Fair,Solo traveler
,2.5,Marina Bay Sands Hotel,2019,Australia,The Grand Club King Garden View Room,Fair,Solo traveler
,2.7,Marina Bay Sands Hotel,2019,Australia,The Grand Club King Garden View Room,Fair,Solo traveler
,2.7,Marina Bay Sands Hotel,2019,Australia,The Grand Club King Garden View Room,Fair,Solo traveler
,2.0,Marina Bay Sands Hotel,2019,Singapore,Deluxe King,Disappointing,Family
,2.0,Marina Bay Sands Hotel,2019,Singapore,Deluxe King,Disappointing,Family
,2.0,Marina Bay Sands Hotel,2019,Canada,Deluxe King,Disappointing,Solo traveler
,2.0,Marina Bay Sands Hotel,2019,Canada,Deluxe King,Disappointing,Solo traveler
,2.7,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin City View Room,Fair,Family
,2.7,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin City View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,United Arab Emirates,Deluxe King Garden View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2020,United Arab Emirates,Deluxe King Garden View Room,Fair,Couple
,2.0,Marina Bay Sands Hotel,2020,Norway,The Club Room King City View,Disappointing,Couple
,2.0,Marina Bay Sands Hotel,2020,Norway,The Club Room King City View,Disappointing,Couple
,2.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe Twin Garden View Room,Fair,Group
,2.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe Twin Garden View Room,Fair,Group
,2.0,Marina Bay Sands Hotel,2020,United States of America,Premier King,Disappointing,Couple
,2.0,Marina Bay Sands Hotel,2020,United States of America,Premier King,Disappointing,Couple
,2.5,Marina Bay Sands Hotel,2020,Singapore,Sands Suite Garden View,Fair,Solo traveler
,2.5,Marina Bay Sands Hotel,2020,Singapore,Sands Suite Garden View,Fair,Solo traveler
,2.0,Marina Bay Sands Hotel,2021,Japan,Special Offer - Deluxe King City View Room,Disappointing,Solo traveler
,2.0,Marina Bay Sands Hotel,2021,Japan,Special Offer - Deluxe King City View Room,Disappointing,Solo traveler
,2.0,Marina Bay Sands Hotel,2021,Indonesia,Premier King Harbor View Room,Disappointing,Couple
,2.0,Marina Bay Sands Hotel,2021,Indonesia,Premier King Harbor View Room,Disappointing,Couple
,2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Sky View,Fair,Couple
,2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Sky View,Fair,Couple
,2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,The Grand Club King Garden View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2020,Singapore,The Grand Club King Garden View Room,Fair,Couple
,2.0,Marina Bay Sands Hotel,2020,Singapore,Family Studio,Disappointing,Group
,2.0,Marina Bay Sands Hotel,2020,Singapore,Family Studio,Disappointing,Group
,2.5,Marina Bay Sands Hotel,2020,Singapore,Premier Twin City View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,Premier Twin City View Room,Fair,Family
,2.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe Twin Garden View Room,Disappointing,Group
,2.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe Twin Garden View Room,Disappointing,Group
,2.5,Marina Bay Sands Hotel,2022,Australia,Deluxe King Harbor View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Australia,Deluxe King Harbor View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Fair,Couple
,2.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe Twin,mbs is a nice spot but a terrible value if you don’t require a luxury hotel experience,Solo traveler
,2.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe Twin,mbs is a nice spot but a terrible value if you don’t require a luxury hotel experience,Solo traveler
,2.5,Marina Bay Sands Hotel,2021,Singapore,Premier King Garden View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2021,Singapore,Premier King Garden View Room,Fair,Family
,2.0,Marina Bay Sands Hotel,2022,United Arab Emirates,Deluxe Twin City View Room,Disappointing,Group
,2.0,Marina Bay Sands Hotel,2022,United Arab Emirates,Deluxe Twin City View Room,Disappointing,Group
,2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Garden View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Garden View Room,Fair,Family
,2.5,Marina Bay Sands Hotel,2022,Bangladesh,Deluxe King,Fair,Solo traveler
,2.5,Marina Bay Sands Hotel,2022,Bangladesh,Deluxe King,Fair,Solo traveler
,2.5,Marina Bay Sands Hotel,2022,Malaysia,Deluxe Twin Garden View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Malaysia,Deluxe Twin Garden View Room,Fair,Couple
,2.7,Marina Bay Sands Hotel,2019,Italy,,Fair,Couple
,2.5,Marina Bay Sands Hotel,2020,Germany,Deluxe King Garden View Room,Fair,Couple
,2.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King Harbor View Room,Fair,Couple
,2.0,Marina Bay Sands Hotel,2020,Singapore,,Expensive and not so worthy.,Family
,2.0,Marina Bay Sands Hotel,2019,Uruguay,,Most overvalued hotel in Singapore,Couple
,2.0,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin City View Room,Disappointing,Group
,2.1,Marina Bay Sands Hotel,2019,Malaysia,Deluxe King Harbor View Room,Disappointing,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,Family Studio,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,Premier King,Fair,Family
,2.5,Marina Bay Sands Hotel,2020,Singapore,Premier Twin Garden View Room,Below expectation.,Family
,2.0,Marina Bay Sands Hotel,2021,Hong Kong,Premier King,Disappointing. Won't be coming back.,Couple
,2.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe Twin City View Room,Disappointing,Group
,2.5,Marina Bay Sands Hotel,2022,Hong Kong,Deluxe King,Fair,Solo traveler
,2.7,Pan Pacific Hotel,2019,Singapore,,Fair,Couple
,2.7,Pan Pacific Hotel,2019,Singapore,,Fair,Couple
,2.0,Pan Pacific Hotel,2019,Germany,Special - Pacific Club,Disappointing,Solo traveler
,2.0,Pan Pacific Hotel,2019,Germany,Special - Pacific Club,Disappointing,Solo traveler
,2.5,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Solo traveler
,2.5,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Solo traveler
,2.5,Pan Pacific Hotel,2021,Singapore,Panoramic King or Twin Room,Fair,Couple
,2.5,Pan Pacific Hotel,2021,Singapore,Panoramic King or Twin Room,Fair,Couple
,2.7,Pan Pacific Hotel,2020,Saudi Arabia,Deluxe King or Twin Room,Fair,Family
,2.7,Pan Pacific Hotel,2020,Saudi Arabia,Deluxe King or Twin Room,Fair,Family
,2.5,Pan Pacific Hotel,2020,Russia,Special - Deluxe Balcony,Fair,Family
,2.5,Pan Pacific Hotel,2020,Russia,Special - Deluxe Balcony,Fair,Family
,2.9,Pan Pacific Hotel,2020,Japan,Connecting Deluxe Balcony,Okay,Family
,2.9,Pan Pacific Hotel,2020,Japan,Connecting Deluxe Balcony,Okay,Family
,2.5,Pan Pacific Hotel,2020,Singapore,,Fair,Group
,2.5,Pan Pacific Hotel,2020,Singapore,,Fair,Group
,2.5,Pan Pacific Hotel,2020,Singapore,,Fair,Solo traveler
,2.5,Pan Pacific Hotel,2020,Singapore,,Fair,Solo traveler
,2.5,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.5,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.0,Pan Pacific Hotel,2022,Australia,Deluxe Double or Twin Room with Balcony,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Australia,Deluxe Double or Twin Room with Balcony,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Disappointing,Family
,2.5,Pan Pacific Hotel,2021,Singapore,Skyline Suite,Fair,Family
,2.5,Pan Pacific Hotel,2021,Singapore,Skyline Suite,Fair,Family
,2.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.9,Pan Pacific Hotel,2020,India,Deluxe Double or Twin Room with Balcony,"Location is fine , room is ok ok type not very good and breakfast is pathetic.please if you book room in this hotel and",Couple
,2.9,Pan Pacific Hotel,2020,India,Deluxe Double or Twin Room with Balcony,"Location is fine , room is ok ok type not very good and breakfast is pathetic.please if you book room in this hotel and",Couple
,2.5,Pan Pacific Hotel,2020,Singapore,Pacific Club Room,Fair,Couple
,2.5,Pan Pacific Hotel,2020,Singapore,Pacific Club Room,Fair,Couple
,2.0,Pan Pacific Hotel,2022,Australia,Skyline Suite,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Australia,Skyline Suite,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Laos,Deluxe King or Twin Room,Disappointing,Group
,2.0,Pan Pacific Hotel,2022,Laos,Deluxe King or Twin Room,Disappointing,Group
,2.0,Pan Pacific Hotel,2022,Laos,Panoramic King or Twin Room,Disappointing,Group
,2.0,Pan Pacific Hotel,2022,Laos,Panoramic King or Twin Room,Disappointing,Group
,2.0,Pan Pacific Hotel,2022,Bangladesh,Deluxe King or Twin Room,Disappointing,Couple
,2.0,Pan Pacific Hotel,2022,Bangladesh,Deluxe King or Twin Room,Disappointing,Couple
,2.0,Pan Pacific Hotel,2022,Bangladesh,Deluxe Double or Twin Room with Balcony,Disappointing,Couple
,2.0,Pan Pacific Hotel,2022,Bangladesh,Deluxe Double or Twin Room with Balcony,Disappointing,Couple
,2.5,Pan Pacific Hotel,2022,India,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.5,Pan Pacific Hotel,2022,India,Deluxe Double or Twin Room with Balcony,Fair,Family
,2.5,Pan Pacific Hotel,2022,Australia,Deluxe Double or Twin Room with Balcony,Fair,Couple
,2.5,Pan Pacific Hotel,2022,Australia,Deluxe Double or Twin Room with Balcony,Fair,Couple
,2.0,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Disappointing,Solo traveler
,2.0,Pan Pacific Hotel,2022,Singapore,Deluxe Double or Twin Room with Balcony,Disappointing,Solo traveler
,2.0,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Disappointing,Family
,2.5,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Fair,Couple
,2.5,Pan Pacific Hotel,2022,Singapore,Panoramic King or Twin Room,Fair,Couple
,2.9,Pan Pacific Hotel,2019,Italy,,Okay,Family
,2.5,Pan Pacific Hotel,2020,Saudi Arabia,Deluxe Double or Twin Room with Balcony,Fair,Couple
,2.5,Pan Pacific Hotel,2020,Saudi Arabia,Deluxe Double or Twin Room with Balcony,Fair,Couple
,2.5,Pan Pacific Hotel,2020,Singapore,,Fair,Couple
,2.9,Pan Pacific Hotel,2020,Japan,Special Offer - Harbor Studio with Fireworks View,Okay,Family
,2.5,Pan Pacific Hotel,2020,United Kingdom,Deluxe King or Twin Room,Fair,Couple
,2.0,Pan Pacific Hotel,2021,South Korea,Deluxe King or Twin Room,Disappointing,Group
,2.0,Pan Pacific Hotel,2021,India,Deluxe King or Twin Room,Disappointing,Family
,2.5,Pan Pacific Hotel,2022,United Kingdom,Panoramic King or Twin Room,"average , staff friendly and helpful",Group
,2.5,Pan Pacific Hotel,2022,Australia,Harbor Studio,Fair,Solo traveler
,2.0,Pan Pacific Hotel,2020,Singapore,Deluxe King or Twin Room,Disappointing,Family
,2.0,Pan Pacific Hotel,2022,Australia,Harbor Studio,Disappointing,Solo traveler
,2.5,Mandarin Oriental,2022,Singapore,City Suite Twin,Fair,Family
,2.5,Mandarin Oriental,2022,Singapore,City Suite Twin,Fair,Family
,2.7,Mandarin Oriental,2019,Indonesia,Ocean View Room King,Fair,Family
,2.7,Mandarin Oriental,2019,Indonesia,Ocean View Room King,Fair,Family
,2.0,Mandarin Oriental,2022,United States of America,Ocean View Room King,Disappointing,Group
,2.0,Mandarin Oriental,2022,United States of America,Ocean View Room King,Disappointing,Group
,2.5,Mandarin Oriental,2022,Italy,City Suite King,Fair,Family
,2.5,Mandarin Oriental,2022,Italy,City Suite King,Fair,Family
,2.0,Mandarin Oriental,2021,Singapore,,Disappointing,Couple
,2.0,Mandarin Oriental,2021,Singapore,,Disappointing,Couple
,2.9,Mandarin Oriental,2019,Israel,,Okay,Couple
,2.9,Mandarin Oriental,2019,Israel,,Okay,Couple
,2.5,Mandarin Oriental,2022,Australia,City Suite King,Fair,Family
,2.5,Mandarin Oriental,2022,Australia,City Suite King,Fair,Family
,2.5,Mandarin Oriental,2022,Malaysia,Ocean Grand King,Fair,Group
,2.5,Mandarin Oriental,2022,Malaysia,Ocean Grand King,Fair,Group
,2.5,Mandarin Oriental,2022,China,Marina Bay View Room King,Fair,Group
,2.5,Mandarin Oriental,2022,China,Marina Bay View Room King,Fair,Group
,2.0,Mandarin Oriental,2020,Singapore,City Suite Twin,Disappointing,Family
,2.0,Mandarin Oriental,2020,Singapore,City Suite Twin,Disappointing,Family
,2.9,Mandarin Oriental,2019,Russia,Club Marina Bay Suite King,Okay,Solo traveler
,2.9,Mandarin Oriental,2019,Russia,Club Marina Bay Suite King,Okay,Solo traveler
,2.5,Mandarin Oriental,2020,Singapore,Deluxe Room King,Fair,Family
,2.5,Mandarin Oriental,2020,Singapore,Ocean View Room King,Fair,Couple
,2.5,Hotel Fort Canning,2022,Germany,Deluxe Double or Twin Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,Germany,Deluxe Double or Twin Room,Fair,Couple
,2.1,Hotel Fort Canning,2020,Italy,Deluxe Double or Twin Room,Disappointing,Couple
,2.1,Hotel Fort Canning,2020,Italy,Deluxe Double or Twin Room,Disappointing,Couple
,2.0,Hotel Fort Canning,2020,Maldives,,Disappointing,Group
,2.0,Hotel Fort Canning,2020,Maldives,,Disappointing,Group
,2.5,Hotel Fort Canning,2020,Myanmar,Studio Suite,Fair,Couple
,2.5,Hotel Fort Canning,2020,Myanmar,Studio Suite,Fair,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double or Twin Room,Fair,Couple
,2.5,Hotel Fort Canning,2021,Singapore,Deluxe Double or Twin Room,Fair,Couple
,2.5,Hotel Fort Canning,2021,Singapore,Deluxe Double or Twin Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,India,Premium King Room,Fair,Group
,2.5,Hotel Fort Canning,2022,India,Premium King Room,Fair,Group
,2.0,Hotel Fort Canning,2022,Malaysia,Deluxe Double or Twin Room,Disappointing,Couple
,2.0,Hotel Fort Canning,2022,Malaysia,Deluxe Double or Twin Room,Disappointing,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Fair,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Fair,Couple
,2.5,Hotel Fort Canning,2021,Hong Kong,Premium King Room,Will not recommend,Couple
,2.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Fair,Couple
,2.5,JW Marriott Hotel,2022,China,Deluxe Guest Room with King Bed,Fair,Couple
,2.5,JW Marriott Hotel,2022,China,Deluxe Guest Room with King Bed,Fair,Couple
,2.5,JW Marriott Hotel,2022,China,Large Family King Room with Sofa Bed,Fair,Couple
,2.5,JW Marriott Hotel,2022,China,Large Family King Room with Sofa Bed,Fair,Couple
,2.5,JW Marriott Hotel,2021,Singapore,Deluxe Guest Room with King Bed,Fair,Family
,2.5,JW Marriott Hotel,2021,Singapore,Deluxe Guest Room with King Bed,Fair,Family
,2.5,JW Marriott Hotel,2021,Singapore,Large Family King Room with Sofa Bed,Fair,Family
,2.5,JW Marriott Hotel,2021,Singapore,Large Family King Room with Sofa Bed,Fair,Family
,2.3,JW Marriott Hotel,2020,Saudi Arabia,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",Disappointing,Family
,2.3,JW Marriott Hotel,2020,Saudi Arabia,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",Disappointing,Family
,2.9,JW Marriott Hotel,2019,Hong Kong,Deluxe Guest Room with King Bed,Okay,Solo traveler
,2.9,JW Marriott Hotel,2019,Hong Kong,Deluxe Guest Room with King Bed,Okay,Solo traveler
,2.5,JW Marriott Hotel,2021,Singapore,Club Premier Room with Executive Lounge Access,Disappointing,Solo traveler
,2.0,JW Marriott Hotel,2021,Singapore,Deluxe Guest Room with King Bed,Disappointing,Couple
Nil,2.0,JW Marriott Hotel,2021,Singapore,Deluxe Guest Room with King Bed,It was disappointing as I expected more from JW. Not worth the price and stay.,Couple
,2.0,Shangri-La Singapore,2022,Taiwan,Garden Wing Deluxe City Twin,Disappointing,Family
,2.0,Shangri-La Singapore,2022,Taiwan,Garden Wing Deluxe City Twin,Disappointing,Family
,2.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe City King,Fair,Couple
,2.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe City King,Fair,Couple
,2.7,Shangri-La Singapore,2019,Australia,Horizon Club Deluxe King Room,Fair,Solo traveler
,2.7,Shangri-La Singapore,2019,Australia,Horizon Club Deluxe King Room,Fair,Solo traveler
,2.9,Shangri-La Singapore,2019,Vietnam,Tower Wing Deluxe King Room,Okay,Solo traveler
,2.9,Shangri-La Singapore,2019,Vietnam,Tower Wing Deluxe King Room,Okay,Solo traveler
,2.0,Shangri-La Singapore,2022,Mongolia,Horizon Club Junior Suite King,Disappointing,Family
,2.0,Shangri-La Singapore,2022,Mongolia,Horizon Club Junior Suite King,Disappointing,Family
,2.0,Shangri-La Singapore,2022,India,Garden Wing Deluxe Pool Twin,Disappointing,Couple
,2.0,Shangri-La Singapore,2022,India,Garden Wing Deluxe Pool Twin,Disappointing,Couple
,2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City Twin,Fair,Family
,2.5,Shangri-La Singapore,2020,Singapore,Garden Wing Deluxe City Twin,Fair,Family
,2.5,Shangri-La Singapore,2021,,Garden Wing Deluxe Pool King,Fair,Family
,2.9,The Fullerton Hotel,2019,Malaysia,Straits Club Courtyard Room,Okay,Family
,2.9,The Fullerton Hotel,2019,Malaysia,Straits Club Courtyard Room,Okay,Family
,2.5,The Fullerton Hotel,2020,Singapore,,Fair,Family
,2.5,The Fullerton Hotel,2020,Singapore,,Fair,Family
,2.5,The Fullerton Hotel,2022,Bhutan,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Fair,Couple
,2.5,The Fullerton Hotel,2022,Bhutan,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Fair,Couple
,2.5,The Fullerton Hotel,2022,Czech Republic,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Fair,Family
,2.5,The Fullerton Hotel,2022,Czech Republic,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Fair,Family
,2.5,The Fullerton Hotel,2020,Singapore,Heritage Room,Fair,Solo traveler
,2.5,The Fullerton Hotel,2020,Singapore,Heritage Room,Fair,Solo traveler
,2.5,The Fullerton Hotel,2020,Denmark,Quay Room,Fair,Couple
,2.5,The Fullerton Hotel,2020,Denmark,Quay Room,Fair,Couple
