reviews,score,hotel,date,country,room,title,travellerType
,1.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Garden View Room,Very Poor,Couple
,1.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Garden View Room,Very Poor,Couple
,0.5,Marina Bay Sands Hotel,2022,Thailand,Deluxe Twin,Bad,Couple
,0.5,Marina Bay Sands Hotel,2022,Thailand,Deluxe Twin,Bad,Couple
,0.5,Marina Bay Sands Hotel,2022,Thailand,Deluxe King,Bad experience. Overpriced,Family
,0.5,Marina Bay Sands Hotel,2022,Thailand,Deluxe King,Bad experience. Overpriced,Family
,0.5,Marina Bay Sands Hotel,2022,Japan,Deluxe Twin Garden View Room,Bad,Family
,0.5,Marina Bay Sands Hotel,2022,Japan,Deluxe Twin Garden View Room,Bad,Family
,1.0,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe King City View Room,سيّء للغايه,Family
,1.0,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe King City View Room,سيّء للغايه,Family
,0.5,Marina Bay Sands Hotel,2022,Switzerland,Deluxe Twin City View Room,Todesfall,Family
,1.25,Marina Bay Sands Hotel,2019,France,Deluxe King Room - Lower Floor (3 People),Very Poor,Couple
,0.5,Marina Bay Sands Hotel,2019,India,Premier King,Infinitely Awesome!,Couple
,1.9,Marina Bay Sands Hotel,2019,Ukraine,Deluxe King,Poor,Group
,1.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Garden View Room,Nothing good to write about,Couple
,1.5,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Poor,Couple
,1.65,Pan Pacific Hotel,2020,Germany,Harbor Studio,Poor,Couple
,1.65,Pan Pacific Hotel,2020,Germany,Harbor Studio,Poor,Couple
,1.5,Pan Pacific Hotel,2022,Singapore,Deluxe King or Twin Room,Poor,Group
,1.5,Pan Pacific Hotel,2022,Singapore,Deluxe King or Twin Room,Poor,Group
,1.9,Pan Pacific Hotel,2020,Taiwan,Deluxe King or Twin Room,Poor,Group
,1.9,Pan Pacific Hotel,2020,Taiwan,Deluxe King or Twin Room,Poor,Group
,0.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Bad,Family
,0.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Bad,Family
,0.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Bad,Family
,0.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Bad,Family
,1.5,Pan Pacific Hotel,2022,Kuwait,Pacific Club Harbor Room,Poor,Couple
,1.5,Pan Pacific Hotel,2022,Kuwait,Pacific Club Harbor Room,Poor,Couple
,0.5,Pan Pacific Hotel,2022,Singapore,Connecting Deluxe Balcony,Bad,Family
,0.5,Pan Pacific Hotel,2022,Singapore,Connecting Deluxe Balcony,Bad,Family
,0.5,Pan Pacific Hotel,2022,India,Harbor Studio,Bad,Family
,0.5,Pan Pacific Hotel,2022,India,Harbor Studio,Bad,Family
,0.5,Pan Pacific Hotel,2022,Singapore,Connecting Deluxe Balcony,Late check in and poor customer service,Solo traveler
,0.5,Pan Pacific Hotel,2022,Singapore,Connecting Deluxe Balcony,Late check in and poor customer service,Solo traveler
,1.0,Pan Pacific Hotel,2020,Romania,Panoramic King or Twin Room,Foarte dezamagit.,Group
,1.25,Pan Pacific Hotel,2019,United Kingdom,,Bugs in bed,Family
,0.5,Pan Pacific Hotel,2019,Sweden,Pacific Club Harbor Studio,bad,Family
,0.5,Pan Pacific Hotel,2020,Singapore,Deluxe Double or Twin Room with Balcony,Unpleasant experience.,Family
,1.0,Pan Pacific Hotel,2020,Singapore,Deluxe King or Twin Room,Very Poor,Family
,1.5,Pan Pacific Hotel,2022,Singapore,Connecting Panoramic Room,Not worth my money,Family
,0.5,Mandarin Oriental,2022,South Korea,Marina Bay View Room King,Bad,Couple
,0.5,Mandarin Oriental,2022,South Korea,Marina Bay View Room King,Bad,Couple
,1.0,Mandarin Oriental,2022,Hong Kong,Ocean View Room King,Very Poor,Family
,1.0,Mandarin Oriental,2022,Hong Kong,Ocean View Room King,Very Poor,Family
,1.5,Mandarin Oriental,2021,Japan,Ocean Grand Twin,Poor,Family
,1.5,Mandarin Oriental,2021,Japan,Ocean Grand Twin,Poor,Family
,1.5,Mandarin Oriental,2019,Sri Lanka,Marina Bay View Room King,Poor,Couple
,1.5,Mandarin Oriental,2019,Sri Lanka,Marina Bay View Room King,Poor,Couple
,1.0,Mandarin Oriental,2022,South Korea,Deluxe Room Twin,Very Poor,Family
,1.0,Mandarin Oriental,2022,South Korea,Deluxe Room Twin,Very Poor,Family
,1.5,Mandarin Oriental,2022,France,City Suite King,Poor,Family
,1.5,Mandarin Oriental,2022,France,City Suite King,Poor,Family
,1.5,Mandarin Oriental,2020,Singapore,City Suite Twin,Poor,Solo traveler
,1.5,Mandarin Oriental,2020,Singapore,City Suite Twin,Poor,Solo traveler
,1.0,Mandarin Oriental,2022,Singapore,City Suite King,Very Poor,Family
,0.5,Hotel Fort Canning,2022,United Arab Emirates,Deluxe Double or Twin Room,Bad,Solo traveler
,0.5,Hotel Fort Canning,2022,United Arab Emirates,Deluxe Double or Twin Room,Bad,Solo traveler
,1.0,Hotel Fort Canning,2022,South Korea,Deluxe Double or Twin Room,Very Poor,Couple
,1.0,Hotel Fort Canning,2022,South Korea,Deluxe Double or Twin Room,Very Poor,Couple
,1.5,Hotel Fort Canning,2021,Singapore,Deluxe Double or Twin Room,Poor,Couple
,1.5,Hotel Fort Canning,2021,Singapore,Deluxe Double or Twin Room,Poor,Couple
,1.0,Hotel Fort Canning,2022,Singapore,Premium King Room,Very Poor,Family
,1.0,Hotel Fort Canning,2022,Singapore,Premium King Room,Very Poor,Family
,0.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Bad,Couple
,0.5,Hotel Fort Canning,2022,Singapore,Deluxe Double Garden Room,Bad,Couple
,1.5,Hotel Fort Canning,2022,Australia,Studio Suite,Poor,Solo traveler
,1.5,Hotel Fort Canning,2022,Australia,Studio Suite,Poor,Solo traveler
,1.0,Hotel Fort Canning,2022,Singapore,Premium King Room,Very Poor,Couple
,1.0,Hotel Fort Canning,2022,Singapore,Premium King Room,Very Poor,Couple
,1.5,Hotel Fort Canning,2021,Singapore,Premium King Room,Poor,Couple
,1.5,Hotel Fort Canning,2022,Japan,Deluxe Double or Twin Room,Poor,Solo traveler
,1.0,JW Marriott Hotel,2019,United Arab Emirates,Deluxe Guest Room with King Bed,Very Poor,Solo traveler
,1.5,Shangri-La Singapore,2022,Singapore,Garden Wing Deluxe City King,Poor,Family
,1.5,Shangri-La Singapore,2022,Singapore,Garden Wing Deluxe City King,Poor,Family
,0.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe City King,Bad,Solo traveler
,0.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe City King,Bad,Solo traveler
,1.25,Shangri-La Singapore,2019,India,Tower Wing Deluxe King Room,Very Poor,Family
,1.25,Shangri-La Singapore,2019,India,Tower Wing Deluxe King Room,Very Poor,Family
,0.5,Shangri-La Singapore,2022,Japan,Tower Wing One-Bedroom Suite,Really bad,Family
,1.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe Pool King,Poor,Family
,0.5,Shangri-La Singapore,2021,Singapore,Garden Wing Deluxe Pool Twin,worst hotel ive ever been to,Family
,1.45,The Fullerton Hotel,2019,Japan,Straits Club Marina Bay View Room,Very Poor,Couple
,1.45,The Fullerton Hotel,2019,Japan,Straits Club Marina Bay View Room,Very Poor,Couple
,1.0,The Fullerton Hotel,2021,India,Straits Club Marina Bay View Room,Very Poor,Couple
,1.0,The Fullerton Hotel,2021,India,Straits Club Marina Bay View Room,Very Poor,Couple
,1.9,The Fullerton Hotel,2019,United States of America,Heritage Room,Poor,Solo traveler
,1.9,The Fullerton Hotel,2019,United States of America,Heritage Room,Poor,Solo traveler
,0.5,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Bad,Couple
,0.5,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Bad,Couple
,1.5,The Fullerton Hotel,2021,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Poor,Couple
,1.5,The Fullerton Hotel,2021,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Poor,Couple
,0.5,The Fullerton Hotel,2020,Singapore,,Counter staff revealed my private info to other people,Couple
,1.0,The Fullerton Hotel,2022,Singapore,Heritage Room,Very Poor,Couple
,0.5,Ritz-Carlton Hotel,2022,Hong Kong,Grand Marina Room with King Bed and Marina Bay view,Bad,Couple
,0.5,Ritz-Carlton Hotel,2022,Hong Kong,Grand Marina Room with King Bed and Marina Bay view,Bad,Couple
,1.5,Ritz-Carlton Hotel,2021,Singapore,Deluxe Marina Room with Marina Bay view,Poor,Couple
,1.5,Ritz-Carlton Hotel,2021,Singapore,Deluxe Marina Room with Marina Bay view,Poor,Couple
,1.9,Ritz-Carlton Hotel,2020,Germany,Club Deluxe Suite with a King Bed and Marina Bay view,Poor,Family
,1.9,Ritz-Carlton Hotel,2020,Germany,Club Deluxe Suite with a King Bed and Marina Bay view,Poor,Family
,1.9,Ritz-Carlton Hotel,2019,Hong Kong,Deluxe Kallang Guest room with 1 King Bed,Poor,Solo traveler
,1.9,Ritz-Carlton Hotel,2019,Hong Kong,Deluxe Kallang Guest room with 1 King Bed,Poor,Solo traveler
,1.5,Ritz-Carlton Hotel,2022,Singapore,Deluxe Kallang Guest room with 1 King Bed,Poor,Couple
,1.5,Ritz-Carlton Hotel,2022,Singapore,Deluxe Kallang Guest room with 1 King Bed,Poor,Couple
,1.5,Ritz-Carlton Hotel,2022,Singapore,Deluxe Marina Room with Marina Bay view,Poor,Solo traveler
,1.5,Ritz-Carlton Hotel,2022,Singapore,Deluxe Marina Room with Marina Bay view,Poor,Solo traveler
