reviews,score,hotel,date,country,room,title,travellerType
,3.55,Marina Bay Sands Hotel,2019,South Korea,Deluxe Twin Garden View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier King,Good,Solo traveler
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier King,Good,Solo traveler
,3.55,Marina Bay Sands Hotel,2019,Suriname,Deluxe King City View Room,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,Suriname,Deluxe King City View Room,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier King Room - Lower Floor (3 People),Good,Family
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier King Room - Lower Floor (3 People),Good,Family
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,China,Deluxe Twin Garden View Room,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2019,China,Deluxe Twin Garden View Room,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2019,China,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2019,China,Deluxe King,Good,Family
,3.35,Marina Bay Sands Hotel,2019,China,Deluxe King,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,China,Deluxe King,Pleasant,Family
,3.75,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2019,Germany,Deluxe King Harbor View Room (3 People),Good,Family
,3.55,Marina Bay Sands Hotel,2019,Germany,Deluxe King Harbor View Room (3 People),Good,Family
,3.75,Marina Bay Sands Hotel,2019,Switzerland,Premier King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Switzerland,Premier King Harbor View Room,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,Taiwan,Premier King Sky View,Good,Family
,3.55,Marina Bay Sands Hotel,2019,Taiwan,Premier King Sky View,Good,Family
,3.75,Marina Bay Sands Hotel,2019,Italy,Special Offer - Premier King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Italy,Special Offer - Premier King Harbor View Room,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin,Good,Group
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin,Good,Group
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin,Good,Solo traveler
,3.55,Marina Bay Sands Hotel,2019,Israel,Family Studio,Good,Group
,3.55,Marina Bay Sands Hotel,2019,Israel,Family Studio,Good,Group
,3.5,Marina Bay Sands Hotel,2019,Japan,The Grand Club King Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2019,Japan,The Grand Club King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2019,Sweden,Family Studio,Good,Family
,3.75,Marina Bay Sands Hotel,2019,Sweden,Family Studio,Good,Family
,3.35,Marina Bay Sands Hotel,2019,Singapore,Premier Twin,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Singapore,Premier Twin,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Japan,The Club Room King City View,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Japan,The Club Room King City View,Pleasant,Family
,3.5,Marina Bay Sands Hotel,2019,South Korea,Deluxe King Sky View,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,South Korea,Deluxe King Sky View,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin City View Room,Good,Group
,3.75,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin City View Room,Good,Group
,3.5,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King City View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King City View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,Vietnam,Special Offer - Premier King City View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,Vietnam,Special Offer - Premier King City View Room,Good,Couple
,3.1,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe King City View Room,Pleasant,Family
,3.1,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe King City View Room,Pleasant,Family
,3.1,Marina Bay Sands Hotel,2019,South Korea,Deluxe Twin,Pleasant,Family
,3.1,Marina Bay Sands Hotel,2019,South Korea,Deluxe Twin,Pleasant,Family
,3.75,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King City View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King City View Room,Good,Family
,3.35,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King City View Room (3 People),Pleasant,Group
,3.35,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King City View Room (3 People),Pleasant,Group
,3.35,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Japan,Deluxe King Garden View Room,Pleasant,Family
,3.35,Marina Bay Sands Hotel,2019,Japan,Deluxe King Garden View Room,Pleasant,Family
,3.75,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Group
,3.75,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Group
,3.75,Marina Bay Sands Hotel,2019,Japan,Premier King,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2019,Japan,Premier King,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2019,China,Deluxe King Room - Lower Floor (3 People),Good,Family
,3.75,Marina Bay Sands Hotel,2019,China,Deluxe King Room - Lower Floor (3 People),Good,Family
,3.55,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King City View Room,Good,Group
,3.55,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King City View Room,Good,Group
,3.5,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King Sky View,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King Sky View,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,France,Deluxe King,Good,Family
,3.75,Marina Bay Sands Hotel,2019,France,Deluxe King,Good,Family
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe King Harbor View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe King Harbor View Room,Good,Family
,3.0,Marina Bay Sands Hotel,2019,Israel,Premier King Sky View,Pleasant,Group
,3.0,Marina Bay Sands Hotel,2019,Israel,Premier King Sky View,Pleasant,Group
,3.75,Marina Bay Sands Hotel,2019,Spain,Deluxe King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Spain,Deluxe King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Austria,Deluxe King Sky View,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Austria,Deluxe King Sky View,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier Twin Garden View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2019,South Korea,Premier Twin Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2019,Germany,Premier King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Germany,Premier King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King,Good,Couple
,3.1,Marina Bay Sands Hotel,2019,Japan,Special Offer - Deluxe King City View Room,Pleasant,Couple
,3.1,Marina Bay Sands Hotel,2019,Japan,Special Offer - Deluxe King City View Room,Pleasant,Couple
,3.55,Marina Bay Sands Hotel,2019,South Korea,Deluxe King Garden View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2019,South Korea,Deluxe King Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin,Good,Couple
,3.5,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,South Korea,Deluxe Twin,Good,Group
,3.5,Marina Bay Sands Hotel,2020,South Korea,Deluxe Twin,Good,Group
,3.75,Marina Bay Sands Hotel,2020,Japan,Deluxe Twin,Good,Group
,3.75,Marina Bay Sands Hotel,2020,Japan,Deluxe Twin,Good,Group
,3.5,Marina Bay Sands Hotel,2020,Poland,Premier King Harbor View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,Poland,Premier King Harbor View Room,Good,Couple
,3.35,Marina Bay Sands Hotel,2020,Russia,Premier King Harbor View Room,Pleasant,Group
,3.35,Marina Bay Sands Hotel,2020,Russia,Premier King Harbor View Room,Pleasant,Group
,3.75,Marina Bay Sands Hotel,2020,Russia,Premier King Garden View Room,Good,Group
,3.75,Marina Bay Sands Hotel,2020,Russia,Premier King Garden View Room,Good,Group
,3.55,Marina Bay Sands Hotel,2020,Malaysia,Deluxe King City View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2020,Malaysia,Deluxe King City View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Germany,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,Germany,Deluxe King Garden View Room,Good,Couple
,3.1,Marina Bay Sands Hotel,2020,Poland,Deluxe King,Pleasant,Group
,3.1,Marina Bay Sands Hotel,2020,Poland,Deluxe King,Pleasant,Group
,3.0,Marina Bay Sands Hotel,2020,Spain,Deluxe Twin Garden View Room,Pleasant,Family
,3.0,Marina Bay Sands Hotel,2020,Spain,Deluxe Twin Garden View Room,Pleasant,Family
,3.75,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Good,Couple
,3.1,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Pleasant,Group
,3.1,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Pleasant,Group
,3.35,Marina Bay Sands Hotel,2020,Italy,Premier King Garden View Room,Pleasant,Couple
,3.35,Marina Bay Sands Hotel,2020,Italy,Premier King Garden View Room,Pleasant,Couple
,3.5,Marina Bay Sands Hotel,2020,Portugal,Premier King Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Portugal,Premier King Garden View Room,Good,Family
,3.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King Garden View Room,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King Garden View Room,Pleasant,Couple
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin,Good,Family
,3.55,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin,Good,Family
,3.1,Marina Bay Sands Hotel,2019,Portugal,Deluxe King,Pleasant,Couple
,3.1,Marina Bay Sands Hotel,2019,Portugal,Deluxe King,Pleasant,Couple
,3.75,Marina Bay Sands Hotel,2019,France,Deluxe King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,France,Deluxe King Garden View Room,Good,Couple
,3.55,Marina Bay Sands Hotel,2019,Germany,Deluxe King Garden View Room,Good,Solo traveler
,3.55,Marina Bay Sands Hotel,2019,Germany,Deluxe King Garden View Room,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2019,Taiwan,The Club Room King City View,Good,Couple
,3.75,Marina Bay Sands Hotel,2019,Taiwan,The Club Room King City View,Good,Couple
,3.1,Marina Bay Sands Hotel,2019,Switzerland,Premier King City View Room,Pleasant,Family
,3.1,Marina Bay Sands Hotel,2019,Switzerland,Premier King City View Room,Pleasant,Family
,3.5,Marina Bay Sands Hotel,2020,Venezuela,Deluxe King Harbor View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,Venezuela,Deluxe King Harbor View Room,Good,Couple
,3.0,Marina Bay Sands Hotel,2020,Taiwan,Deluxe Twin,Pleasant,Family
,3.0,Marina Bay Sands Hotel,2020,Taiwan,Deluxe Twin,Pleasant,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,The Grand Club King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,The Grand Club King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier Twin Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier Twin Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Slovakia,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,Slovakia,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,South Korea,Premier Twin Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,South Korea,Premier Twin Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier King Harbor View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Taiwan,Premier King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,China,Deluxe King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2020,China,Deluxe King Harbor View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Australia,Premier King Garden View Room,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Australia,Premier King Garden View Room,Good,Family
,3.55,Marina Bay Sands Hotel,2020,Italy,Deluxe King,Good,Group
,3.55,Marina Bay Sands Hotel,2020,Italy,Deluxe King,Good,Group
,3.5,Marina Bay Sands Hotel,2020,South Korea,Family Studio,Good,Family
,3.5,Marina Bay Sands Hotel,2020,South Korea,Family Studio,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Poland,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,Poland,Deluxe King Garden View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,Russia,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,Russia,Deluxe King Harbor View Room,Good,Couple
,3.75,Marina Bay Sands Hotel,2020,Turkey,Premier Twin City View Room,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2020,Turkey,Premier Twin City View Room,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2020,Russia,Deluxe King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Russia,Deluxe King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Italy,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,Italy,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King City View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King City View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe Twin Garden View Room,Good,Group
,3.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe Twin Garden View Room,Good,Group
,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Harbor View Room,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Harbor View Room,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2022,Bangladesh,Deluxe Twin City View Room,Pleasant,Family
,3.0,Marina Bay Sands Hotel,2022,Bangladesh,Deluxe Twin City View Room,Pleasant,Family
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2021,Switzerland,Deluxe Twin City View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2021,Switzerland,Deluxe Twin City View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2021,Singapore,Family Studio,Good,Family
,3.5,Marina Bay Sands Hotel,2021,Singapore,Family Studio,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Japan,Premier King Sky View,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2020,Japan,Premier King Sky View,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2020,Ukraine,Deluxe Twin,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Ukraine,Deluxe Twin,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,Good,Solo traveler
,3.5,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,Good,Solo traveler
,3.75,Marina Bay Sands Hotel,2020,Japan,Deluxe King Sky View,Good,Family
,3.75,Marina Bay Sands Hotel,2020,Japan,Deluxe King Sky View,Good,Family
,3.75,Marina Bay Sands Hotel,2020,China,Premier Twin,Good,Family
,3.75,Marina Bay Sands Hotel,2020,China,Premier Twin,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2020,Taiwan,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2020,United States of America,Deluxe King,Good,Couple
,3.5,Marina Bay Sands Hotel,2020,United States of America,Deluxe King,Good,Couple
,3.0,Marina Bay Sands Hotel,2022,Hong Kong,Deluxe King Harbor View Room,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2022,Hong Kong,Deluxe King Harbor View Room,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Pleasant,Family
,3.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,Pleasant,Family
,3.0,Marina Bay Sands Hotel,2022,Cambodia,Deluxe King Sky View,Pleasant,Couple
,3.0,Marina Bay Sands Hotel,2022,Cambodia,Deluxe King Sky View,Pleasant,Couple
,3.5,Marina Bay Sands Hotel,2022,Malaysia,Deluxe King City View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,Malaysia,Deluxe King City View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,Japan,Deluxe King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Japan,Deluxe King Harbor View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Garden View Room,Good,Couple
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Qatar,Deluxe King,Good,Family
,3.5,Marina Bay Sands Hotel,2022,Qatar,Deluxe King,Good,Family
,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Sky View,Pleasant,Group
,3.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Sky View,Pleasant,Group
,3.95,Marina Bay Sands Hotel,2019,Italy,Deluxe Twin,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Italy,Deluxe Twin,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,China,Premier Twin Garden View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,China,Premier Twin Garden View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King Harbor View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King Harbor View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Russia,Special Offer - Deluxe King City View Room,Good,Group
,3.95,Marina Bay Sands Hotel,2019,Russia,Special Offer - Deluxe King City View Room,Good,Group
,3.95,Marina Bay Sands Hotel,2019,Hong Kong,Deluxe Twin,Good,Group
,3.95,Marina Bay Sands Hotel,2019,Hong Kong,Deluxe Twin,Good,Group
,3.95,Marina Bay Sands Hotel,2019,Kuwait,Premier King Harbor View Room,Good,Solo traveler
,3.95,Marina Bay Sands Hotel,2019,Kuwait,Premier King Harbor View Room,Good,Solo traveler
,3.95,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King Harbor View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,South Korea,Special Offer - Deluxe King Harbor View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Japan,Family Studio,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Japan,Family Studio,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Germany,Deluxe King City View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Germany,Deluxe King City View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Solo traveler
,3.95,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Solo traveler
,3.95,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Taiwan,Deluxe King,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Canada,Deluxe Twin Garden View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Canada,Deluxe Twin Garden View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2019,Poland,Premier Twin Garden View Room (3 People),Good,Family
,3.95,Marina Bay Sands Hotel,2019,Poland,Premier Twin Garden View Room (3 People),Good,Family
,3.95,Marina Bay Sands Hotel,2020,China,Deluxe King,Good,Couple
,3.95,Marina Bay Sands Hotel,2020,China,Deluxe King,Good,Couple
,3.95,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Good,Group
,3.95,Marina Bay Sands Hotel,2019,Japan,Deluxe Twin City View Room,Good,Group
,3.95,Marina Bay Sands Hotel,2020,Brazil,Orchid Suite City View,Good,Family
,3.95,Marina Bay Sands Hotel,2020,Brazil,Orchid Suite City View,Good,Family
,3.95,Marina Bay Sands Hotel,2020,Ukraine,Deluxe King City View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2020,Ukraine,Deluxe King City View Room,Good,Couple
,3.95,Marina Bay Sands Hotel,2020,Taiwan,Premier King Harbor View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2020,Taiwan,Premier King Harbor View Room,Good,Family
,3.95,Marina Bay Sands Hotel,2020,France,Deluxe King Sky View,Imenso e lotado.,Couple
,3.95,Marina Bay Sands Hotel,2020,France,Deluxe King Sky View,Imenso e lotado.,Couple
,3.95,Marina Bay Sands Hotel,2020,Italy,Deluxe Twin,Good,Group
,3.95,Marina Bay Sands Hotel,2020,Italy,Deluxe Twin,Good,Group
